distance_m,approach_rate_mps,pitch,roll,accel_magnitude,gyro_magnitude,tilt_magnitude,visibility_m,humidity_percent,label
6.77,3.59,5.03,7.68,2.0196,1.7089,9.1788,6.5,88.7,2
7.15,8.45,2.7,7.29,1.8112,2.0636,7.7779,2.6,93.0,3
39.77,2.34,-24.33,-20.72,1.4852,1.9416,31.96,12.9,70.9,3
39.72,-0.21,2.88,-0.05,0.3413,0.116,2.8853,21.4,41.2,0
4.99,10.98,2.47,2.09,1.6187,1.6302,3.23,6.3,72.7,2
17.61,1.1,-6.12,-4.43,0.4057,0.2348,7.5512,12.3,55.1,1
63.4,-0.31,0.06,-2.02,0.3013,0.1278,2.023,23.5,63.9,0
21.31,2.7,-9.18,4.49,0.6733,0.2223,10.2143,17.9,69.8,1
9.09,5.39,-3.68,-5.37,1.305,1.2156,6.5093,4.2,86.7,2
11.03,4.35,2.3,5.54,1.5271,1.1101,5.9995,7.4,87.6,2
6.6,12.75,-1.36,-1.84,1.781,1.3621,2.2834,4.2,93.0,3
4.16,12.83,5.15,2.03,0.8782,0.8259,5.535,2.0,86.1,3
5.56,8.68,12.69,3.38,0.5898,0.9673,13.1324,5.0,90.0,2
0.74,19.5,4.18,-4.68,0.6971,1.2241,6.2766,4.0,84.9,3
18.16,3.41,-9.66,2.11,0.3001,0.5734,9.8923,16.1,80.1,1
75.42,0.83,-4.27,-0.51,0.6422,0.2186,4.3044,22.2,46.1,0
72.13,1.05,3.83,0.27,0.355,0.0682,3.8411,20.2,39.1,0
12.39,5.96,-0.42,-4.54,3.3307,2.7556,4.5615,7.3,93.8,1
19.76,2.4,-24.39,13.61,3.4317,0.6214,27.9304,15.0,67.9,3
12.42,2.35,5.13,-1.02,0.3563,0.5145,5.2339,14.1,57.7,1
71.32,0.54,-2.78,-0.1,0.5591,0.1598,2.7856,18.2,46.6,0
24.82,2.43,-0.26,-3.22,1.1686,0.4342,3.2316,8.3,55.9,1
4.89,8.33,6.7,6.69,1.0503,1.8628,9.4667,5.9,97.5,3
6.1,8.14,-8.12,5.19,2.3683,0.7455,9.6351,4.2,88.8,3
24.33,3.83,4.97,-1.8,0.6618,0.4101,5.2815,6.9,74.7,1
9.11,10.9,10.35,-0.86,0.2445,1.4853,10.3849,7.5,91.9,2
20.46,2.71,5.15,-7.98,1.65,0.3779,9.4983,9.1,79.2,1
61.23,1.08,1.29,2.64,0.3626,0.1456,2.9399,17.0,51.9,0
35.59,1.11,-2.21,-2.44,0.3596,0.1898,3.2915,15.3,48.5,0
36.36,0.78,-1.15,3.08,0.4258,0.2278,3.2937,24.0,32.8,0
24.84,0.7,0.49,-2.63,1.8093,0.673,2.6759,6.6,67.1,1
1.96,13.91,5.36,-2.36,1.0221,1.8514,5.8567,3.4,83.9,3
5.32,10.85,3.99,-7.1,1.5607,1.2565,8.1387,9.2,74.7,2
35.22,0.2,16.41,-18.33,0.8222,0.902,24.6049,14.8,54.4,2
60.59,0.13,-3.23,-0.47,0.5827,0.0657,3.2692,20.0,39.1,0
13.98,2.74,3.72,0.06,1.3718,1.0676,3.7161,7.4,78.7,2
39.57,1.37,-0.26,-0.33,0.3912,0.1497,0.4246,19.7,39.6,0
19.96,2.67,23.48,-18.24,1.3313,0.6232,29.7331,13.3,69.1,3
6.73,7.31,11.21,-4.56,1.1875,1.4034,12.1041,4.4,74.2,2
43.35,1.24,-2.06,2.92,0.8972,0.121,3.578,19.4,59.4,0
27.46,-0.99,2.18,-3.06,0.2845,0.1998,3.7607,22.8,62.0,0
23.53,3.1,1.02,-6.04,0.7298,0.6443,6.1253,12.4,64.3,1
29.36,-0.86,-3.55,-1.28,0.5032,0.064,3.7762,17.0,52.1,0
38.76,-0.77,3.55,1.55,0.3574,0.1303,3.8747,23.7,63.7,0
21.99,1.94,6.19,0.61,0.9387,0.9588,6.2242,10.3,56.7,1
7.04,7.26,0.17,-3.02,1.7884,2.0564,3.0233,3.8,90.6,3
44.87,0.39,-1.04,-3.25,0.2685,0.2059,3.4128,23.3,40.6,0
10.62,9.09,3.92,-1.43,0.289,0.7662,4.1738,8.2,91.0,2
55.46,1.04,2.3,1.45,0.2233,0.3007,2.7214,21.8,41.3,0
15.58,7.01,-9.89,-3.51,1.2545,0.3821,10.4965,8.7,90.2,2
1.21,8.84,-1.78,1.75,3.8837,1.2116,2.4916,3.4,82.4,3
41.56,-0.35,-2.92,-0.19,0.9261,0.1029,2.9286,19.1,49.7,0
15.36,0.74,-0.68,-2.18,0.6459,0.2617,2.2859,7.6,59.7,1
20.86,0.11,28.53,11.73,3.1745,0.3242,30.8437,13.9,70.1,3
6.45,11.1,-10.96,-1.0,1.7949,1.2052,11.0041,1.0,82.9,3
16.04,2.87,10.67,5.87,0.4233,0.4539,12.1789,17.6,66.4,1
27.39,-0.41,-3.92,-6.02,2.5162,2.2524,7.1855,3.7,83.6,1
21.08,2.57,5.78,5.8,0.9321,0.5287,8.1896,17.4,60.8,1
21.63,0.66,-12.13,0.68,0.7663,0.3028,12.1458,10.0,66.0,1
14.04,2.49,3.37,-6.32,1.554,0.363,7.1586,11.8,55.1,1
18.12,3.32,-2.41,-5.11,1.1641,0.6719,5.655,13.0,63.9,1
72.25,-0.67,-4.23,1.87,0.4355,0.2868,4.6257,16.9,51.5,0
28.81,-0.46,-1.15,0.58,0.3257,0.1396,1.2887,21.8,59.8,0
24.98,-0.2,-1.04,0.3,0.5046,0.0784,1.0823,17.2,30.7,0
11.64,6.42,-3.89,-3.75,1.1979,0.3102,5.4045,4.7,79.3,2
18.7,2.33,-0.18,3.19,0.3655,0.5491,3.1988,9.1,69.8,1
35.22,0.21,-15.16,18.32,2.3006,1.1945,23.7792,12.6,61.6,2
13.95,5.0,0.05,10.89,1.1663,0.4898,10.8862,10.0,87.2,2
74.78,-0.39,0.4,-0.6,0.7694,0.2751,0.719,18.7,54.5,0
12.51,2.13,9.27,-1.83,0.5273,0.3563,9.45,8.1,66.9,1
25.84,1.9,4.55,-1.88,0.4802,0.1582,4.9236,12.4,64.6,1
15.7,6.04,-6.79,7.1,0.2713,0.7402,9.8273,8.0,73.5,2
2.72,10.28,-3.6,-5.02,1.5516,1.3625,6.1724,5.1,97.0,3
54.54,-1.0,-1.93,-4.41,0.4178,0.1917,4.8131,21.7,36.7,0
77.46,-0.55,-1.5,1.55,0.4887,0.1942,2.1504,16.4,56.7,0
2.36,17.41,2.1,3.88,1.6982,1.8156,4.4134,2.4,85.1,3
11.61,6.01,2.78,-7.95,1.0525,0.3562,8.4224,3.6,73.0,2
15.75,4.41,-3.74,-5.98,0.9075,1.0224,7.0512,7.1,90.0,2
6.41,9.78,-0.96,2.54,0.3008,1.6949,2.7183,3.5,95.6,3
77.61,0.97,0.67,-0.32,0.457,0.2132,0.7408,23.7,50.9,0
18.55,3.58,-10.94,-4.55,0.8106,0.4349,11.8487,7.8,81.3,1
11.71,9.72,16.0,-1.19,1.4974,0.8178,16.0477,7.7,81.0,2
18.7,0.96,-3.44,-2.5,0.224,0.2368,4.2493,8.9,74.0,1
16.36,3.32,4.91,-6.06,0.3692,0.3737,7.8036,10.3,57.5,1
5.45,12.84,-0.18,0.26,0.8349,1.0074,0.3188,9.5,73.0,2
15.99,1.29,-3.68,-8.14,0.5769,0.2515,8.9323,11.8,62.5,1
61.31,0.09,-0.72,2.72,0.6936,0.1449,2.8171,21.2,44.4,0
16.91,1.34,8.0,4.4,2.316,0.8927,9.1354,3.3,81.8,1
5.17,7.33,-0.53,-3.56,1.6954,1.0238,3.5963,9.7,77.8,2
35.54,1.21,-4.21,0.81,0.6969,0.1425,4.2832,16.1,57.5,0
23.38,0.96,-7.21,5.0,0.2732,0.1789,8.7704,7.3,56.7,1
16.58,-0.31,9.48,2.56,3.6246,1.4539,9.8181,5.3,94.4,1
52.15,-0.48,-1.77,-3.3,0.3224,0.2872,3.7392,21.3,59.5,0
63.62,-0.8,-3.72,-2.23,0.369,0.1532,4.3356,19.3,54.1,0
2.92,7.39,-3.21,-1.25,1.1901,1.1735,3.4453,4.7,96.8,3
9.35,4.23,9.32,1.16,1.4887,0.7953,9.3895,3.6,91.1,2
23.51,2.34,3.05,2.87,0.7179,0.6081,4.188,17.8,56.6,1
45.94,0.59,1.84,3.39,0.1841,0.1504,3.8565,21.7,63.6,0
31.16,-0.8,3.01,-2.26,0.5531,0.0739,3.7627,15.3,32.5,0
54.08,-0.74,7.18,-0.88,0.4549,0.1736,7.2345,24.8,48.1,0
13.44,3.39,1.62,0.95,0.8081,0.45,1.8817,17.3,67.4,1
6.61,13.46,-8.33,2.55,1.121,1.4383,8.7144,1.7,84.7,3
73.25,-0.94,1.02,-2.81,0.6742,0.1382,2.9877,20.8,43.0,0
44.31,1.17,4.81,0.44,0.9458,0.1018,4.8306,21.6,39.8,0
45.68,0.05,-3.94,3.3,0.379,0.1917,5.1393,23.0,53.2,0
21.15,3.32,-1.04,-6.03,1.3394,0.1889,6.1227,6.0,57.2,1
16.8,0.18,-26.24,-13.75,3.7801,0.6591,29.625,14.1,66.7,3
6.48,5.43,7.75,-6.33,0.7253,1.2963,10.0042,4.8,83.6,3
68.01,1.16,-1.42,2.91,0.5688,0.2326,3.239,24.2,41.1,0
18.91,1.99,-3.83,6.04,1.213,0.2399,7.1496,6.4,63.7,1
23.65,2.14,5.32,-0.77,0.8564,0.3527,5.3714,17.7,77.9,1
49.82,-0.02,-2.19,1.8,0.2919,0.0974,2.8384,20.6,52.5,0
12.85,7.09,-9.03,-1.14,0.8532,0.8299,9.1009,3.6,84.4,2
3.37,0.67,-11.82,-16.79,4.188,1.1322,20.5359,7.6,94.1,2
43.36,0.89,2.38,1.45,0.2322,0.2124,2.7915,15.7,64.8,0
35.27,0.39,1.86,1.01,0.2291,0.206,2.1175,16.4,34.4,0
4.63,7.24,0.2,1.33,1.7654,0.9953,1.3463,4.1,91.9,2
4.42,13.79,-3.13,8.11,1.6769,1.5455,8.6945,3.0,93.2,3
17.9,1.35,1.69,-4.7,0.9852,0.268,4.9985,6.2,61.6,1
76.54,-0.44,0.97,0.44,0.6365,0.1532,1.0656,18.3,64.1,0
28.63,0.92,0.71,2.82,0.4796,0.0795,2.9032,19.5,61.4,0
48.22,-0.91,-0.46,-5.42,0.4654,0.1441,5.4411,21.5,34.8,0
39.6,1.09,1.99,0.35,0.3922,0.0578,2.0218,15.6,32.4,0
73.31,0.98,-1.4,-1.7,0.4689,0.1197,2.2047,16.1,48.1,0
4.22,8.52,2.23,2.35,2.0418,2.5422,3.2423,5.8,92.1,3
58.68,0.08,-1.03,-0.4,0.6576,0.0645,1.1048,20.6,48.8,0
15.93,0.98,7.1,3.33,0.9913,0.4199,7.8397,8.0,55.2,1
33.04,0.23,3.17,-0.12,0.2947,0.1515,3.1705,17.5,47.7,0
18.9,2.49,-3.68,-2.48,1.1823,0.443,4.4382,12.8,72.1,1
24.62,2.04,-5.49,1.88,0.3984,0.5422,5.8052,16.0,67.1,1
45.32,0.1,1.41,1.55,0.222,0.1886,2.0999,17.8,43.6,0
9.75,4.0,-2.47,-11.48,1.9011,1.4008,11.7404,6.8,90.0,2
15.12,2.55,-0.64,-9.71,0.6795,0.6566,9.7329,4.8,88.8,2
21.68,1.55,4.82,-1.44,1.1093,0.1969,5.0266,11.5,59.1,1
4.84,13.22,13.7,2.75,2.9402,2.0232,13.9689,8.8,78.4,2
5.26,14.17,-1.78,0.34,4.0517,1.2585,1.8156,4.2,83.0,3
20.68,3.39,-7.67,-0.43,1.1184,0.5206,7.6843,10.0,80.0,1
21.16,0.91,-3.72,0.15,0.4589,0.1363,3.7193,15.1,54.6,0
12.84,7.06,-10.34,-1.39,2.111,0.5127,10.4324,7.5,80.9,2
20.25,1.83,-24.32,16.61,1.5888,0.5289,29.4541,6.4,67.6,3
13.71,6.17,6.78,4.98,0.5061,0.6052,8.4188,3.0,77.4,2
71.9,0.23,0.2,0.77,0.3769,0.146,0.7933,20.9,53.0,0
7.95,10.37,3.31,-7.34,0.9356,0.4076,8.0531,6.2,77.5,2
27.82,-0.66,-2.69,-0.84,0.3139,0.1153,2.8223,22.8,41.3,0
11.86,2.91,-0.77,-0.23,0.8975,0.1264,0.8009,13.3,79.5,1
23.76,-0.24,-1.87,1.15,0.2117,0.1971,2.1996,19.9,34.5,0
20.49,3.14,7.47,1.65,0.8748,0.9669,7.6522,6.0,62.2,1
31.88,0.83,22.63,18.02,1.8798,1.0788,28.9227,8.0,64.0,3
6.14,6.08,7.55,2.74,0.9913,0.5801,8.032,4.9,73.0,2
76.28,0.16,-2.91,-1.14,0.3017,0.1242,3.1252,15.2,58.0,0
47.22,0.68,2.91,2.14,0.5979,0.0965,3.6117,23.6,51.0,0
12.48,3.67,-8.73,-2.82,1.2715,0.5643,9.1703,7.6,87.6,2
69.91,-0.77,3.37,1.87,0.4412,0.0838,3.8492,18.5,53.3,0
9.34,9.22,8.58,-1.31,1.4408,1.5961,8.6833,3.8,73.9,2
20.59,2.28,26.89,-13.19,2.6658,1.5258,29.9476,8.0,70.8,3
4.07,5.01,8.16,7.45,1.0329,1.0841,11.0491,3.7,86.9,2
21.73,0.82,-2.39,1.29,0.644,0.0521,2.7163,20.3,58.4,0
21.87,0.78,-0.86,-0.99,1.2849,0.5241,1.3066,8.7,75.2,1
15.3,5.96,6.51,8.21,0.8949,0.8442,10.4797,3.5,85.9,2
19.33,3.82,-3.78,-2.13,0.5356,0.2909,4.3377,7.8,77.8,1
3.55,15.14,-7.91,4.39,1.3064,1.7694,9.0527,3.4,82.1,3
5.5,12.56,-3.7,-2.9,2.3575,1.2361,4.7076,9.1,90.9,2
8.69,9.97,-7.14,0.32,2.7585,0.9676,7.1502,9.0,90.7,2
22.14,2.2,1.09,3.22,0.4917,0.2497,3.3991,14.8,75.7,1
13.03,2.46,2.66,-1.94,1.4145,0.3608,3.2923,13.8,69.4,1
17.0,1.32,-2.01,-0.61,0.6076,0.2637,2.1019,13.5,69.3,1
7.4,3.86,-3.91,-0.75,1.7222,0.8687,3.9832,6.8,83.7,2
43.26,-0.13,6.48,1.61,0.3512,0.1254,6.6807,18.3,36.0,0
41.78,1.27,-4.06,-1.88,0.4684,0.2196,4.476,16.5,44.5,0
23.16,3.21,-0.13,-6.56,0.3237,0.0568,6.5639,7.2,62.1,1
31.61,0.69,-5.22,0.29,0.3489,0.1962,5.2314,19.7,56.5,0
11.5,1.94,-2.44,3.16,1.6612,0.6029,3.988,8.0,71.8,1
9.92,2.91,8.53,3.01,2.6158,0.8538,9.0421,9.7,87.8,2
6.56,6.33,-9.48,-2.14,1.6899,0.8983,9.721,6.0,90.4,3
10.57,3.13,5.27,-1.81,2.0591,1.4035,5.5749,3.6,73.1,2
22.56,0.15,1.61,2.27,0.4234,0.0749,2.7851,16.9,39.8,0
7.99,2.94,4.41,-5.67,1.529,0.9739,7.1811,4.0,90.3,2
1.22,15.4,11.96,-0.16,2.5636,1.3107,11.9593,5.8,83.4,3
44.31,-0.38,-0.46,1.4,0.5728,0.1587,1.475,19.5,58.0,0
16.19,0.66,4.1,3.41,1.0689,0.4844,5.3345,15.9,68.4,1
54.04,0.99,1.32,2.82,0.3256,0.1839,3.1151,16.2,59.4,0
1.62,18.76,10.37,-1.28,1.6576,1.6847,10.4487,1.3,91.1,3
30.71,0.34,-3.97,-0.58,0.1685,0.126,4.0097,20.3,58.8,0
12.42,8.05,-0.44,-9.85,1.4126,0.2292,9.8548,8.8,84.4,2
13.28,0.1,-16.66,-16.3,2.9089,1.0449,23.3119,5.5,75.6,2
9.95,2.13,-24.37,-12.38,2.5604,1.4798,27.3285,13.7,84.9,3
15.26,4.98,-6.89,3.46,1.2279,0.2452,7.7096,3.0,90.9,2
4.98,6.73,-0.9,-5.82,1.1586,1.2931,5.8882,7.7,74.3,2
13.28,5.57,0.73,-9.21,0.8297,1.2104,9.2385,8.4,79.8,2
50.31,0.59,0.44,0.35,0.4403,0.2039,0.5649,16.6,61.3,0
14.77,2.89,-1.71,-2.57,0.7229,0.5522,3.0849,14.7,57.7,1
57.33,1.02,-0.62,4.43,0.3503,0.1615,4.4703,21.1,48.7,0
21.88,3.57,-5.98,-7.15,1.2647,0.358,9.3261,6.8,66.4,1
9.92,0.75,-20.4,19.02,2.9353,1.3877,27.8913,7.1,68.1,3
21.67,1.4,6.35,-1.47,0.6021,0.2683,6.5165,18.0,76.0,1
15.16,2.54,-4.09,2.77,1.6009,0.6107,4.9413,5.2,91.9,2
11.63,1.79,-2.89,3.32,0.6169,0.4128,4.4,15.2,80.9,1
14.13,6.54,0.69,-8.34,0.6666,0.7469,8.3667,5.3,83.6,2
2.75,19.84,10.36,6.46,2.8132,2.1267,12.2114,4.0,84.2,3
78.92,0.13,3.1,-3.1,0.4387,0.0659,4.3842,24.5,38.4,0
56.75,0.56,0.26,1.47,0.8107,0.0833,1.4913,16.4,48.9,0
4.7,11.16,-2.94,3.45,1.1808,0.796,4.5356,7.3,90.4,2
2.63,12.66,-1.74,5.7,2.495,2.1653,5.9633,5.7,97.1,3
71.92,0.21,1.48,2.13,0.8015,0.0887,2.5987,17.2,39.7,0
26.1,3.05,8.07,-1.2,0.2873,0.5445,8.1624,10.9,59.0,1
23.63,2.18,4.11,2.32,0.6067,0.4463,4.7174,11.3,67.0,1
7.06,12.42,2.69,-4.92,2.986,1.4016,5.6033,5.4,93.3,3
6.08,14.21,7.46,-3.59,2.0033,2.1559,8.2816,2.7,97.8,3
13.96,0.16,29.08,10.17,3.0272,2.3127,30.8059,11.2,82.6,3
2.1,18.51,-0.24,1.42,1.2233,2.9224,1.4367,4.6,86.3,3
16.66,3.66,-0.65,-0.84,0.5108,0.6503,1.0678,7.1,60.9,1
12.32,5.09,-0.33,0.49,1.5061,0.3047,0.5963,3.9,75.5,2
42.24,0.18,1.56,-1.56,0.6517,0.0686,2.2066,17.8,32.8,0
46.22,0.04,1.39,-1.35,0.1778,0.0846,1.9362,15.9,40.7,0
13.78,2.95,1.72,6.54,1.7964,0.2992,6.7588,17.6,71.4,1
46.15,-0.93,-1.94,2.58,0.2072,0.0257,3.2329,18.9,49.8,0
37.86,0.47,-3.58,0.83,0.4609,0.0766,3.6714,22.5,51.1,0
5.14,11.52,-2.1,0.93,1.697,1.4454,2.2972,3.1,85.3,3
5.14,11.95,-3.86,-3.81,1.5284,1.1415,5.4222,1.5,89.7,3
40.63,-0.07,-1.44,-0.3,0.7024,0.1291,1.4728,18.2,30.2,0
72.9,0.23,-1.05,2.16,0.2234,0.2537,2.4068,17.0,34.6,0
19.35,2.18,1.73,2.5,0.7917,0.3769,3.0403,12.2,71.7,1
34.11,0.71,0.02,-2.6,0.6252,0.1177,2.604,24.8,63.7,0
8.21,4.61,-5.95,7.58,0.8894,0.8799,9.6389,4.5,75.5,2
8.42,6.24,15.31,-6.02,5.4405,1.0722,16.448,4.2,78.6,2
51.51,1.19,0.7,-2.36,0.8508,0.1329,2.4612,22.4,49.5,0
24.01,-0.03,1.7,2.21,0.264,0.1236,2.7823,20.6,42.9,0
56.52,0.73,5.09,1.01,0.2213,0.226,5.1928,23.2,40.6,0
6.48,10.68,4.0,3.21,1.2055,0.5557,5.129,6.6,75.3,2
5.44,8.44,-1.25,-0.32,0.1954,0.7108,1.2897,5.8,82.5,2
5.14,10.36,2.67,-3.99,1.4825,0.6231,4.7956,3.7,82.7,3
61.46,1.15,-1.34,1.38,0.5075,0.1255,1.924,23.4,48.1,0
19.18,2.61,5.89,-3.77,1.5356,0.4831,6.9943,13.6,81.0,1
21.61,-0.05,1.48,2.5,0.3578,0.0595,2.9098,25.0,38.1,0
60.86,1.44,-1.26,0.39,0.2456,0.1116,1.3183,24.9,52.5,0
56.75,-0.8,-5.74,-1.54,0.2481,0.1095,5.941,18.0,59.7,0
63.98,-0.36,1.27,-1.79,0.1747,0.212,2.1976,21.1,45.0,0
23.32,3.4,1.13,-0.56,0.8775,0.3718,1.2613,14.2,72.2,1
19.07,2.52,-4.93,9.55,0.8376,0.6174,10.7441,11.7,69.3,1
14.9,5.37,2.18,-0.2,1.7245,0.8576,2.191,9.2,91.3,2
24.07,3.4,-6.25,-0.99,0.7302,0.6753,6.3289,6.7,65.0,1
14.0,7.95,5.21,-4.05,0.9196,1.3499,6.5967,3.9,82.2,2
43.06,1.46,-2.29,-1.59,0.5345,0.1241,2.7881,17.0,53.0,0
11.52,4.49,-8.49,-2.51,1.2853,0.7948,8.8551,3.5,91.4,2
47.68,0.54,3.54,1.78,0.3328,0.106,3.9592,15.4,47.8,0
24.49,2.87,-4.51,-6.33,0.5067,0.762,7.7757,9.5,68.5,1
5.64,15.33,0.9,-1.44,1.7291,2.0674,1.6999,1.4,83.4,3
30.6,0.07,-26.15,-18.44,0.4782,0.5923,31.9953,11.8,57.8,3
24.86,1.2,-0.08,-0.67,0.4556,0.1424,0.673,18.7,36.1,0
11.62,3.39,3.69,1.88,1.7548,1.4987,4.141,9.7,79.4,2
20.97,6.72,-3.59,4.28,5.1899,2.2364,5.586,3.6,85.3,1
12.7,3.72,4.86,-1.06,0.5397,0.5476,4.974,17.0,79.9,1
22.43,-0.32,-4.76,-0.84,0.1788,0.0585,4.8376,23.3,57.4,0
14.14,6.19,-8.67,-0.67,1.5726,0.952,8.694,8.6,77.3,2
7.3,8.0,5.86,2.26,1.325,1.0241,6.2807,7.4,74.4,2
1.39,12.45,5.06,11.06,1.9545,2.3427,12.1646,1.7,94.3,3
24.52,2.68,-28.16,-12.89,0.9466,1.0932,30.9712,13.8,65.7,3
25.09,2.56,17.25,-16.51,1.9889,1.0276,23.8807,14.2,66.0,2
33.59,0.55,-0.53,-1.95,0.5015,0.1837,2.0202,18.5,40.1,0
71.37,-0.64,-0.88,0.59,0.2432,0.1044,1.0615,16.9,34.2,0
5.47,6.52,-4.32,-3.03,0.5192,0.9371,5.2761,1.0,87.6,3
26.78,1.0,-3.02,4.78,0.3115,0.3635,5.6504,15.2,67.3,1
17.2,3.21,0.47,-2.87,0.9696,0.2206,2.9121,15.0,60.6,1
4.44,6.7,4.06,-5.16,1.4866,1.0733,6.5662,7.8,84.8,2
3.03,9.94,-0.6,7.16,2.3196,0.8357,7.1858,2.0,95.8,3
2.83,13.38,1.59,-2.82,1.2838,1.3967,3.2379,3.3,84.0,3
15.61,6.47,-9.67,4.63,0.8088,1.359,10.7216,3.5,75.8,2
19.28,2.59,-21.64,10.13,3.139,0.7567,23.8916,6.5,84.9,2
75.33,1.37,-0.34,0.04,0.2498,0.1037,0.3374,20.6,43.8,0
24.37,0.63,0.9,-0.3,0.3205,0.0719,0.9454,20.9,57.0,0
13.3,2.84,1.24,0.83,0.4478,0.4871,1.4945,17.5,62.0,1
3.17,11.99,-6.25,7.43,2.5183,1.3486,9.7113,1.6,84.6,3
12.72,5.19,4.45,8.19,1.5702,0.7725,9.3168,6.4,89.9,2
17.04,2.28,-28.7,-14.76,1.9925,0.753,32.2735,12.6,54.4,3
7.11,13.05,-2.52,1.56,1.6467,2.4926,2.9603,1.2,82.2,3
76.83,0.71,2.48,-1.26,0.4983,0.0902,2.783,21.2,35.5,0
10.04,3.61,-6.26,0.99,0.9802,0.9192,6.3377,6.1,71.8,1
0.5,3.7,3.85,12.36,1.3106,1.2086,12.9478,4.6,82.6,2
13.43,3.65,-6.4,5.49,0.8642,1.2634,8.4331,5.5,74.3,2
12.28,1.37,-16.7,16.71,5.0869,0.6866,23.6251,6.1,54.8,2
27.07,2.0,-0.16,-3.55,1.5938,0.4525,3.5519,13.9,79.3,1
27.92,1.3,-4.45,3.41,0.5816,0.579,5.6001,8.1,76.2,1
5.38,8.63,12.16,10.96,1.5323,0.1809,16.3734,3.4,74.9,2
7.08,11.44,-1.44,-6.44,1.9887,1.866,6.6025,1.1,88.6,3
37.34,0.45,2.36,-0.44,0.1955,0.0588,2.4007,18.3,37.6,0
63.3,-0.39,0.84,1.35,0.3436,0.0725,1.5958,24.7,43.9,0
18.07,0.73,1.64,1.37,0.4272,0.3284,2.1411,17.3,80.3,1
15.07,0.52,21.09,12.29,1.4975,0.6171,24.4035,14.5,73.8,2
10.18,2.04,6.72,3.31,0.8407,0.2981,7.4899,15.2,63.6,1
47.0,0.4,-2.32,1.86,0.8058,0.0918,2.9705,19.2,54.0,0
5.27,12.6,-5.07,0.6,3.2142,2.5093,5.1107,4.7,88.3,3
19.86,3.88,-2.91,2.84,0.4137,0.3458,4.0656,10.9,62.4,1
15.11,2.12,4.54,-0.58,0.5763,0.6831,4.5759,13.1,60.6,1
5.05,9.91,-12.51,-11.42,0.9147,0.964,16.9364,4.5,90.4,2
12.19,1.87,17.01,-13.17,2.2734,0.8354,21.5089,13.7,52.5,2
11.84,6.12,-0.29,1.38,2.2861,1.0076,1.4057,5.0,87.2,2
13.62,0.55,25.15,-11.25,2.8808,1.496,27.5517,14.5,72.6,3
26.49,0.58,-2.24,-9.84,0.5918,0.2251,10.0946,6.4,66.8,1
8.77,9.07,12.03,-14.16,0.6712,0.0987,18.5782,6.2,72.4,2
8.94,5.7,2.19,-0.08,1.1331,1.1418,2.1908,7.1,89.1,2
15.76,3.67,5.78,5.23,0.4432,0.8473,7.7998,10.6,75.8,1
4.47,10.27,9.35,-3.7,1.1587,1.133,10.0553,8.4,88.7,2
67.05,-0.14,-1.25,-5.11,0.639,0.0843,5.2634,21.4,57.0,0
8.2,10.07,-13.34,-2.47,1.1432,1.1836,13.5677,5.0,85.5,2
6.9,11.85,9.36,0.46,1.5421,1.2892,9.3667,9.1,91.8,2
3.97,6.64,-5.15,2.53,1.2307,0.81,5.7391,4.1,97.5,3
75.85,1.1,-2.6,-2.86,0.2878,0.2068,3.8699,19.5,30.2,0
43.04,-0.55,-3.08,-1.57,0.5992,0.2942,3.4626,22.6,46.4,0
48.36,0.46,0.82,-0.8,0.0964,0.2527,1.1474,16.5,51.4,0
11.24,1.25,0.75,-5.56,1.1474,0.2117,5.6084,15.8,58.1,1
10.03,9.36,-1.51,-13.53,0.5804,0.933,13.6163,9.6,80.6,2
55.6,0.58,0.56,1.32,0.2724,0.2598,1.4381,24.6,62.1,0
10.18,0.99,0.19,7.59,0.3828,0.4993,7.5945,11.7,55.8,1
18.43,3.4,-7.95,-1.51,0.1685,0.6581,8.0917,15.0,66.7,1
28.28,0.87,26.89,21.53,1.9154,0.9876,34.4469,7.7,53.2,3
2.78,16.4,6.05,7.61,1.9409,1.8673,9.7213,3.8,82.3,3
55.39,0.71,1.5,-3.26,0.57,0.0905,3.5863,24.7,64.7,0
5.88,5.87,-1.21,-12.87,1.1971,0.7617,12.93,7.5,73.0,2
6.75,11.82,-0.33,1.12,2.9185,0.898,1.1684,3.2,96.8,3
1.52,8.31,-11.61,-9.52,1.3157,0.6759,15.0119,4.0,92.7,3
20.16,0.13,-1.72,-0.92,0.4744,0.2502,1.9557,22.9,51.9,0
27.34,2.24,-23.81,13.96,0.6535,1.5963,27.604,6.9,50.4,3
10.91,5.03,8.37,-8.77,1.5874,0.95,12.1284,6.0,73.8,2
22.25,1.97,-7.48,-4.04,0.6368,0.5198,8.4988,12.6,66.5,1
0.53,14.78,1.11,2.81,1.3753,1.5988,3.0188,4.3,96.6,3
24.66,4.57,-12.0,-8.37,2.8608,2.2135,14.6321,5.3,91.6,2
37.71,0.65,-1.15,-1.41,0.2921,0.2285,1.8198,24.6,46.0,0
2.25,9.52,10.72,6.65,1.8082,1.4885,12.6212,2.8,95.7,3
12.84,3.39,-0.19,4.22,0.9602,0.2853,4.224,8.1,56.1,1
11.41,0.64,-4.26,-0.59,0.668,0.301,4.3036,6.0,74.5,1
23.71,0.37,-3.26,-0.09,0.2851,0.1324,3.2594,15.9,47.9,0
5.67,6.41,1.44,5.04,1.4322,0.8893,5.2443,8.0,83.9,2
